v ATLAS
# This file was created by ATLAS version 5.26.1.R on Wed Apr 18 00:03:30 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
# Electrode #0 = 0 (V) 
# Electrode #1 = 1 (V) 
# Electrode #2 = 0.7 (V) 
# Electrode #3 = 0.7 (V) 
o 1 Energy (eV) 
o 2 Transmission  (electrons)  
o 3 DOS(1/eV cm)  (electrons)  x=0 
o 4 DOS(1/eV cm)  (electrons)  x=0.035 
o 5 J(A/eV)  (electrons)  x=0.01 
p 5 3000  3001  3002  3003  3004 
d  -0.0379222986   0.0031638731   417272588   353934553   9.50913467e-07  
d  -0.0373857594   0.00336911172   399714827   351688628   1.00508999e-06  
d  -0.0368609514   0.00358351342   380132946   349450937   1.06122955e-06  
d  -0.0363610624   0.00380122393   359660604   347285075   1.11779058e-06  
d  -0.0359951191   0.00396949561   343761446   345680006   1.16121847e-06  
d  -0.0355165303   0.00420164483   322060503   343558059   1.22074224e-06  
d  -0.0350649595   0.00443402426   300889094   341534337   1.27989772e-06  
d  -0.0346133887   0.00468021641   279287995   339491867   1.34213074e-06  
d  -0.0341952639   0.00492127838   259102520   337585812   1.40265457e-06  
d  -0.0337803104   0.00517374713   239068439   335681785   1.46562927e-06  
d  -0.0333791172   0.00543113452   219845281   333830655   1.52941922e-06  
d  -0.0330020509   0.00568564974   202029570   332082982   1.59211002e-06  
d  -0.0326249847   0.00595307334   184562230   330328906   1.65758646e-06  
d  -0.0322704979   0.00621689742   168543526   328675080   1.72180545e-06  
d  -0.031933988   0.00647906042   153766000   327101731   1.78526757e-06  
d  -0.0316816056   0.00668352122   142992318   325920052   1.83452799e-06  
d  -0.0313524562   0.00696072676   129380993   324377418   1.90100112e-06  
d  -0.0310613646   0.00721626717   117791558   323012263   1.96197188e-06  
d  -0.030770273   0.00748199968   106652935   321646807   2.02507477e-06  
d  -0.0304791815   0.00775836917   95991378.8   320281555   2.09039229e-06  
d  -0.0301512844   0.00808300439   84582586.3   318744547   2.16672839e-06  
d  -0.0297903165   0.00845751001   949761306   317054388   2.25429298e-06  
d  -0.0294293487   0.00885092344   1.53265311e+09   315367077   2.34573115e-06  
d  -0.0290312252   0.00930801406   1.65646483e+09   313510470   2.45130111e-06  
d  -0.0286078232   0.0098224307   1.58796846e+09   311542314   2.56929876e-06  
d  -0.0281788796   0.0103752535   1.43052371e+09   309556457   2.6952022e-06  
d  -0.0276976319   0.0110360698   1.21524663e+09   307339847   2.84454791e-06  
d  -0.0273366961   0.0115617146   1.04933084e+09   305686421   2.96250089e-06  
d  -0.0268198753   0.0123624082   823615530   303334112   3.14082833e-06  
d  -0.0262836373   0.0132574595   616016375   300914549   3.33837543e-06  
d  -0.0257115848   0.0142907463   430875571   298359820   3.56425526e-06  
d  -0.0251221694   0.0154478927   280569959   295759030   3.81466321e-06  
d  -0.0244870413   0.0168101779   162111026   292995669   4.10630675e-06  
d  -0.0238338187   0.0183490648   82349286.1   290199551   4.43201882e-06  
d  -0.0232654232   0.0198134869   42856535.8   287807263   4.73861375e-06  
d  -0.0225981403   0.0216972723   26071546   285050323   5.12863279e-06  
d  -0.0218525645   0.0240358946   37526058.6   282039768   5.60663232e-06  
d  -0.0210572493   0.02683691   75977467.3   278914466   6.171089e-06  
d  -0.020225946   0.0301491144   135943807   275747997   6.82854432e-06  
d  -0.0193557566   0.0340986041   211542327   272548683   7.60004686e-06  
d  -0.0186804729   0.0375506144   274407761   270150546   8.26457574e-06  
d  -0.0177289043   0.0430738116   363265309   266901373   9.31116875e-06  
d  -0.0167286194   0.0498407043   451026520   263655431   1.05691644e-05  
d  -0.0156767397   0.0582104529   531645145   260435547   1.20936542e-05  
d  -0.0147784767   0.0665537818   588183525   257846997   1.35837099e-05  
d  -0.0136950752   0.0783450372   639254632   254926729   1.56466166e-05  
d  -0.0124784303   0.0942597172   673202101   251915358   1.83636439e-05  
d  -0.0111889987   0.114842866   682478091   249038849   2.17825186e-05  
d  -0.0101717667   0.134285197   671570146   247001747   2.49291139e-05  
d  -0.00873629844   0.167402024   631827539   244480683   3.01336442e-05  
d  -0.00721548625   0.210909741   563906781   242269025   3.672075e-05  
d  -0.00600844076   0.25233732   495907677   240857358   4.27653898e-05  
d  -0.00429029457   0.322210681   386789499   239388564   5.25125801e-05  
d  -0.0024496205   0.409482999   268453324   238549073   6.39342317e-05  
d  -0.00102537612   0.482039293   187350546   238445686   7.27554835e-05  
d  0.000727048226   0.56944324   112439196   238999200   8.23699005e-05  
d  0.00219541643   0.633607802   76813004.2   240051182   8.8381636e-05  
d  0.00341711936   0.676332938   66625558.5   241331197   9.14883e-05  
d  0.00478198274   0.710182764   73411811.3   243181883   9.27794452e-05  
d  0.00604881768   0.72825588   92603721.9   245278796   9.20700901e-05  
d  0.00694646258   0.733971187   111138876   246975009   9.06352599e-05  
d  0.00807289524   0.734143426   137553469   249339373   8.79908803e-05  
d  0.00913011138   0.728682669   163473091   251787843   8.48962637e-05  
d  0.0101233649   0.719915812   187388775   254283008   8.16480976e-05  
d  0.010831419   0.712134976   203657977   256173489   7.92179844e-05  
d  0.011713698   0.701239621   222641929   258655794   7.61331316e-05  
d  0.0125387441   0.690304363   238877141   261100969   7.32478678e-05  
d  0.0133115393   0.679745309   252639621   263496919   7.05839091e-05  
d  0.014033814   0.669820578   264199219   265826055   6.8151372e-05  
d  0.0146729336   0.661122994   273375122   267957392   6.60576465e-05  
d  0.0151455963   0.654795437   279532744   269575000   6.45494136e-05  
d  0.0158041116   0.646186581   287239194   271885663   6.25095474e-05  
d  0.0165079663   0.63731152   294385456   274426463   6.04120607e-05  
d  0.0172894946   0.627916072   301052855   277330101   5.81861289e-05  
d  0.0181841348   0.617815447   307131254   280754958   5.57717175e-05  
d  0.0191693095   0.607550566   312025550   284642775   5.3275164e-05  
d  0.0199835464   0.59976215   314743915   287940851   5.13356006e-05  
d  0.0211629435   0.589592614   316721112   292840208   4.87141296e-05  
d  0.0224676178   0.579826902   316456688   298405302   4.6054075e-05  
d  0.0235451416   0.572867722   314504709   303095311   4.40295156e-05  
d  0.0251317853   0.564263977   309153122   310113812   4.12986267e-05  
d  0.0268924191   0.556627707   300380052   317989120   3.85629139e-05  
d  0.0283232593   0.551430472   291696988   324395649   3.65175776e-05  
d  0.0301015176   0.545045406   280582942   332284539   3.41063792e-05  
d  0.03163259   0.53668428   276283555   338948251   3.19678658e-05  
d  0.0327637951   0.518410153   312232126   343792584   2.97662661e-05  
d  0.0346482128   0.711476903   1.47423741e+09   351192397   3.84078721e-05  
d  0.0364866384   0.786549124   934574347   357867116   3.99557816e-05  
d  0.0396972515   0.859568515   360119694   368130234   3.92120351e-05  
d  0.042711943   0.89811762   288839497   375859090   3.69793197e-05  
d  0.0462483536   0.924386211   392641638   382190301   3.36920908e-05  
d  0.0504852329   0.941115496   464885573   385440583   2.95755771e-05  
d  0.0557578904   0.950608206   400134367   382489077   2.47685509e-05  
d  0.0616040423   0.954667384   283055472   370568872   2.01419594e-05  
d  0.0689373461   0.956607411   247890288   559240167   1.54277386e-05  
d  0.0775857118   0.958325265   337649751   501681800   1.12084688e-05  
d  0.0870648819   0.961250223   412089389   621213620   7.87298351e-06  
d  0.0997953017   0.967220553   334509277   259314902   4.8862969e-06  
d  0.112525722   0.974360262   183593205   330502696   3.02544345e-06  
d  0.12778719   0.982224036   128512402   485059754   1.69685776e-06  
d  0.142230034   0.987864213   256060943   392710856   9.78219329e-07  
d  0.159203928   0.992547172   474194712   341009132   5.1043825e-07  
d  0.176177821   0.995787159   377675186   418102617   2.65780172e-07  
d  0.193151714   0.997778434   396432260   417144346   1.38166877e-07  
d  0.210125607   0.998715328   144875635   321477773   7.17376785e-08  
d  0.2270995   0.999214744   182600988   269541255   3.72271455e-08  
d  0.244073393   1.00072038   350110841   301009344   1.93369489e-08  
d  0.261047286   1.01266277   338238808   347521410   1.01485375e-08  
d  0.278021179   1.19324095   551162646   377425042   6.20189673e-09  
d  0.294995072   1.93128088   296000046   348757727   5.20591001e-09  
d  0.311968965   1.72768376   321380521   267869976   2.4152872e-09  
d  0.328942859   1.69000297   409557984   209131079   1.2253059e-09  
d  0.345916752   1.74406551   248653284   457283897   6.5580084e-10  
d  0.362890645   1.80873996   245994897   469247449   3.52725788e-10  
d  0.379864538   1.86578849   343307014   509880044   1.88701471e-10  
d  0.396838431   1.92154055   341980060   627497445   1.00789239e-10  
d  0.413812324   1.97248803   256586087   404910113   5.36575329e-11  
d  0.430786217   1.98298696   373777846   294403441   2.79761454e-11  
d  0.44776011   1.97147044   418072826   338351432   1.44248057e-11  
d  0.464734003   1.96994731   391010163   341918613   7.47525472e-12  
d  0.481707896   1.97351079   464704280   278244647   3.8838511e-12  
d  0.49868179   1.97646817   278419482   256088502   2.0172725e-12  
d  0.515655683   1.97686536   204713337   318346979   1.04641393e-12  
d  0.532629576   1.97708574   295545943   397237910   5.42754713e-13  
