v ATLAS
# This file was created by ATLAS version 5.26.1.R on Wed Apr 18 00:00:21 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
# Electrode #0 = 0 (V) 
# Electrode #1 = 0 (V) 
# Electrode #2 = 0 (V) 
# Electrode #3 = 0 (V) 
o 1 Energy (eV) 
o 2 Transmission  (electrons)  
o 3 DOS(1/eV cm)  (electrons)  x=0 
o 4 DOS(1/eV cm)  (electrons)  x=0.035 
o 5 J(A/eV)  (electrons)  x=0.01 
p 5 3000  3001  3002  3003  3004 
d  0.34650767   7.62592311e-07   245928731   245928731   -7.71584114e-25  
d  0.361645247   2.5186092e-06   171683946   171683946   6.88373826e-25  
d  0.373755309   6.55757368e-06   275772630   275772630   5.41284162e-26  
d  0.385865371   1.71306898e-05   403962140   403962140   2.43413403e-26  
d  0.397975433   4.50778988e-05   415729897   415729897   2.11138285e-25  
d  0.410085494   0.000120048689   296646556   296646556   8.26303404e-26  
d  0.422195556   0.000325081151   1.33117449e+09   1.33117449e+09   -1.59952224e-25  
d  0.434305618   0.000898412944   250540717   250540715   -5.37182474e-26  
d  0.44641568   0.00253744315   565464619   565464620   2.43413403e-26  
d  0.458525741   0.00730021998   357804349   357804349   2.43413403e-26  
d  0.467608288   0.0162143226   354867550   354867549   2.43413403e-26  
d  0.473663319   0.0275266258   433341040   433341039   2.43413403e-26  
d  0.478421534   0.0415097335   488652447   488652446   -2.12803445e-25  
d  0.481950992   0.0560161921   509050613   509050613   2.43413403e-26  
d  0.484537803   0.0695155861   509555196   509555196   2.43413403e-26  
d  0.486619738   0.0824705497   500943048   500943048   1.23502407e-25  
d  0.488800896   0.0983182453   483932141   483932142   2.43413403e-26  
d  0.49038054   0.111398915   467118143   467118143   2.14012167e-25  
d  0.491828411   0.124665623   448901463   448901464   1.82066721e-25  
d  0.493278413   0.139247065   428446711   428446712   2.43413403e-26  
d  0.494697638   0.154831907   406757699   406757700   2.43413403e-26  
d  0.495673154   0.166321773   391140835   391140836   2.43413403e-26  
d  0.496890224   0.181564273   371114074   371114075   2.43413403e-26  
d  0.497883442   0.194758768   354514448   354514449   2.43413403e-26  
d  0.498810716   0.207692949   338956887   338956888   2.43413403e-26  
d  0.499818037   0.222415564   322135771   322135772   2.43413403e-26  
d  0.500769235   0.236953802   306458284   306458285   2.43413403e-26  
d  0.501448813   0.247712931   295447767   295447768   2.43413403e-26  
d  0.502314599   0.261860002   281722488   281722489   2.43413403e-26  
d  0.503139788   0.275790115   269023379   269023380   2.80779315e-25  
d  0.503928982   0.289505835   257287700   257287701   -3.77048048e-26  
d  0.504501979   0.299695967   249048084   249048085   2.43413403e-26  
d  0.505234249   0.312990281   238895185   238895186   2.43413403e-26  
d  0.505936588   0.326013828   229585353   229585354   2.43413403e-26  
d  0.506611112   0.338758338   221065958   221065959   2.43413403e-26  
d  0.50709922   0.348116792   215172172   215172173   2.43413403e-26  
d  0.507730827   0.36038525   207898153   207898153   2.43413403e-26  
d  0.508339824   0.37237214   201274678   201274679   2.43413403e-26  
d  0.508922474   0.383973142   195308121   195308122   2.43413403e-26  
d  0.509480535   0.395195084   189942107   189942108   2.43413403e-26  
d  0.509993504   0.405596218   185317214   185317215   2.43413403e-26  
d  0.510409978   0.414095185   181782604   181782604   2.43413403e-26  
d  0.510906648   0.424287356   177828962   177828963   2.43413403e-26  
d  0.511387923   0.434215067   174272325   174272326   2.43413403e-26  
d  0.511841191   0.4436045   171171937   171171938   2.43413403e-26  
d  0.512273632   0.452592135   168440947   168440948   2.43413403e-26  
d  0.512688233   0.461230856   166031700   166031700   2.43413403e-26  
d  0.513021019   0.468176967   164246380   164246381   2.43413403e-26  
d  0.513349522   0.475041461   162613958   162613959   2.43413403e-26  
d  0.513735913   0.483122151   160859142   160859143   2.43413403e-26  
d  0.514142819   0.491635263   159204177   159204177   2.43413403e-26  
d  0.514580686   0.50079465   157644051   157644051   2.43413403e-26  
d  0.515041327   0.510422525   156248930   156248931   2.43413403e-26  
d  0.51555014   0.521039775   154999689   154999690   2.43413403e-26  
d  0.516048535   0.531413411   154070748   154070748   2.43413403e-26  
d  0.516506753   0.540920672   153471663   153471663   2.43413403e-26  
d  0.517111315   0.553409017   153050531   153050532   2.43413403e-26  
d  0.517753013   0.566580923   153056091   153056091   2.43413403e-26  
d  0.518436095   0.580489405   153563655   153563655   2.43413403e-26  
d  0.51907605   0.593397355   154497220   154497220   2.43413403e-26  
d  0.519739816   0.606643834   155920616   155920616   2.43413403e-26  
d  0.52055608   0.622712409   158284892   158284892   2.43413403e-26  
d  0.521427211   0.639562323   161523266   161523266   2.43413403e-26  
d  0.522118   0.652684441   164590729   164590729   3.35493579e-26  
d  0.523095676   0.670864441   169643121   169643121   -8.06584019e-26  
d  0.524138074   0.689705986   175882976   175882976   2.70097882e-26  
d  0.525131081   0.707101137   182573026   182573026   2.43413403e-26  
d  0.526161179   0.724546033   190202034   190202034   2.43413403e-26  
d  0.527437746   0.745282266   200504141   200504141   2.43413403e-26  
d  0.528460887   0.761175806   209334661   209334661   2.43413403e-26  
d  0.529925716   0.782782825   222682065   222682065   2.43413403e-26  
d  0.531186112   0.800283019   234659012   234659012   2.43413403e-26  
d  0.532809545   0.82133933   250489935   250489935   2.43413403e-26  
d  0.534213627   0.838220436   264318654   264318654   2.43413403e-26  
d  0.536202861   0.860082625   283725366   283725365   2.43413403e-26  
d  0.537860213   0.876529606   299396726   299396726   2.43413403e-26  
d  0.540268658   0.897734275   320799150   320799149   2.43413403e-26  
d  0.542339957   0.913597643   337457076   337457076   2.43413403e-26  
d  0.544599782   0.928624138   353384850   353384850   2.89917099e-26  
d  0.547130746   0.942911825   368100751   368100751   3.70491511e-26  
d  0.549996382   0.956239961   380535413   380535413   2.43413403e-26  
d  0.553299414   0.968400705   389299588   389299588   2.43413403e-26  
d  0.557187364   0.979110357   392532472   392532472   2.43413403e-26  
d  0.561461266   0.987355558   388699045   388699045   2.43413403e-26  
d  0.565718403   0.992806122   379294705   379294705   2.43413403e-26  
d  0.570543813   0.996596687   364795242   364795242   2.43413403e-26  
d  0.576598844   0.998991343   345233436   345233436   2.43413403e-26  
d  0.583859947   0.999926239   325176274   325176274   2.43413403e-26  
d  0.591736421   0.999947033   310720156   310720156   2.43413403e-26  
d  0.600818967   0.999752977   301287044   301287044   2.43413403e-26  
d  0.609901513   0.999743255   292705365   292705364   2.43413403e-26  
d  0.621535924   0.999927358   272839154   272839155   2.43413403e-26  
d  0.631094121   0.999998872   247354158   247354158   2.43413403e-26  
d  0.643204183   0.999812688   212062782   212062782   2.43413403e-26  
d  0.655314245   0.999448366   189119505   189119505   2.43413403e-26  
d  0.667424307   0.999198641   190026977   190026977   2.43413403e-26  
d  0.679534368   0.999242661   214019041   214019041   2.43413403e-26  
d  0.69164443   0.999526004   249824319   249824319   2.43413403e-26  
d  0.703754492   0.999841196   283041643   283041643   2.43413403e-26  
d  0.715864554   0.999996054   303465615   303465614   2.43413403e-26  
d  0.727974615   0.999934478   308295662   308295661   2.43413403e-26  
d  0.740084677   0.999743729   300510756   300510756   2.43413403e-26  
d  0.752194739   0.999571762   284667657   284667657   2.43413403e-26  
d  0.764304801   0.999527055   263522798   263522798   2.43413403e-26  
d  0.776414862   0.999624132   237697767   237697768   2.43413403e-26  
d  0.788524924   0.999794626   208036658   208036658   2.43413403e-26  
d  0.800634986   0.999942006   178254636   178254636   2.43413403e-26  
d  0.812745048   0.999999838   155398474   155398474   2.43413403e-26  
d  0.824855109   0.999961425   147390123   147390123   2.43413403e-26  
d  0.836965171   0.999871476   159048803   159048802   2.43413403e-26  
d  0.849075233   0.999792644   188994947   188994947   2.43413403e-26  
d  0.861185295   0.999769746   229256126   229256126   2.43413403e-26  
d  0.873295356   0.999810345   267835369   267835369   2.43413403e-26  
d  0.885405418   0.999887934   293003595   293003595   2.43413403e-26  
d  0.89751548   0.999961436   297393629   297393629   2.43413403e-26  
d  0.909625542   0.999998219   280269315   280269315   2.43413403e-26  
d  0.921735603   0.999988786   247292811   247292811   2.43413403e-26  
d  0.933845665   0.999947633   208179277   208179277   2.43413403e-26  
d  0.945955727   0.999902407   173345586   173345586   2.43413403e-26  
d  0.958065789   0.999878552   150815259   150815259   2.43413403e-26  
d  0.97017585   0.999887397   144307337   144307337   2.43413403e-26  
d  0.982285912   0.999922629   152864440   152864440   2.43413403e-26  
d  0.994395974   0.999965457   171833635   171833635   2.43413403e-26  
d  1.00650604   0.999994849   194668928   194668928   2.43413403e-26  
d  1.0186161   0.999997573   214915439   214915439   2.43413403e-26  
d  1.03072616   0.999973599   227820345   227820345   2.43413403e-26  
